instrument,pip_size,stop_loss_pips,take_profit_pips,proximity_alert_pips,base_volume,profit_volume,DAILY_BIAS,levels_csv_file,trade_log_file
BXP.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
BSX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
BR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
COF.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CAH.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
KMX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CCL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CARR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CAT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CBRE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CNC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CNP.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CF.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SCHW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CMG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CB.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CHD.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CFG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CLX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CMS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CMA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CAG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
COP.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ED.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
STZ.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GLW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CTVA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CCI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CMI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DHI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DHR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DRI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DVA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
BF/B.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DAL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DVN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DLR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
D.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DPZ.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DOV.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DTE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DUK.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DXC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EMN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ETN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ECL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EIX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EMR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ETR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EOG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EFX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EQR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ESS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ES.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
EXR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FRT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FDX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FIS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FLS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FMC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
F.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FTV.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FBHS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FCX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
BEN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GD.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GIS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GPN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
GWW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HAL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HBI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HIG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HCA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HSY.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HPE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HLT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HRL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HWM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HPQ.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HUM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
HII.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IEX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ITW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ICE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IP.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IPG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IFF.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IVZ.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IQV.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
IRM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
J.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SJM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
